x,y
-8.2021,114.9734
48.45,-2.0333
16.6589,-99.2011
12.14082,6.82196
23.99355,117.01134
33.23531,110.98911
-3.46444,-39.05667
49.11928,16.60446
19.79344,-70.6884
-6.77137,-79.84088
-7.7772,114.0487
41.57028,120.45861
28.0848,57.2204
-7.1904,107.9719
55.68333,37.55
-0.53112,37.4506
29.10644,119.64855
27.2855,61.9965
-4.085,-63.14139
30.29345,122.12264
40.7389,-7.8722
25.60238,118.75184
43.82278,144.10444
29.65738,117.71865
41.1333,-7.3
50.6667,3.0833
34.62085,108.19271
59.2,17.7333
54.5833,-5.9333
13.36667,123.7
34.58787,68.95091
25.14276,-12.37168
15.31788,103.84859
-8.112,115.08818
11.03333,27.73333
31.41293,121.27065
-6.6224,106.3869
31.21673,-8.23184
45.36678,-73.54917
-39.18333,-65.98333
46.76896,127.55349
32.33385,35.75238
-29.14003,-59.26256
2.1589,98.63044
51.5,12
41.0667,-8.6333
49.35253,16.40241
-8.88202,-36.50216
41.6525,-83.5085
-34.35,-55.76667
53.521,30.2454
-10.1594,123.5918
-30.01444,-59.52719
-20.7725,-49.71417
18.18931,100.66047
-21.53944,-42.18028
-6.1987,105.9254
51.38941,22.18637
29.10678,119.64421
60.5457,16.2867
54.86964,31.38609
54.30639,-8.17611
21.93924,110.84607
-7.716,108.0766
24.64758,115.98336
52.17972,18.21499
16.96975,121.72924
49.78465,23.64806
22.72467,-81.28852
48.8637,2.2769
40.49182,50.14292
35.54729,65.5676
-11.08944,-43.14167
55.8524,13.6609
39.18333,98
-6.9924,113.3859
-33.29265,23.48954
30.7197,108.08333
-8.604,122.1994
53.53286,16.01132
-17.58333,-67.51667
-22.95833,-45.54944
22.36457,111.26114
42.33083,20.72694
51.92754,16.36456
16.0567,103.65309
34.30652,-6.30618
14.5115,121.2393
52.36271,21.29047
49.70426,16.89288
-25.46642,-65.5663
42.16222,19.49667
10.91667,123.25
28.01944,67.92083
40.99804,123.27531
26.98333,87.33333
39.0367,-9.2515
40.84084,22.92163
41.5333,-8.35
52.04662,39.7288
22.65562,113.12802
-7.4072,108.5861
53.4291,85.9006
29.86653,95.75903
20.38481,105.10024
23.2536,116.47692
43.86682,-79.2663
46.16667,112.95
-7.3705,106.9824
38.25081,20.64686
34.18333,119.38333
29.07511,116.6156
46.52574,83.63324
42.75,24.28333
4.95,23.91667
47.35574,88.01785
14.3,-91.91667
-23.5475,-46.63611
-7.3705,107.3391
13.01667,31.86667
45.21516,39.2265
23.23264,112.09348
31.87308,117.45803
49.3779,1.1047
13.0459,123.40423
13.86667,-86.63333
10.8787,123.9771
49.70872,18.15719
-6.7215,111.4684
26.67925,117.55026
47.2176,-1.6484
47.3354,0.7029
33.52575,105.91854
50.46408,29.81128
45.72538,20.69008
33.25306,119.91333
45.86678,-74.08251
56.6616,16.3616
59.9127,10.7461
59.3326,18.0649
-8.5067,115.2298
63.56705,53.68348
20.69229,101.98368
32.38051,35.50838
-5.10667,-38.3725
56.03282,45.0422
30.93902,94.68908
29.30667,121.615
53.53041,43.67664
14.00308,102.80541
-38.68333,176.08333
60.57082,22.09883
22.9443,90.83005
-43.24895,-65.30505
-6.5834,106.30761
12.50583,39.52278
38.9087,-77.0414
13.69572,44.73137
23.13833,-82.36417
13.7,30.36667
-6.715,111.1514
59.3326,18.0649
39.37961,48.35463
53.85972,-6.54056
28.02573,108.33462
19.058,-97.818
41.28917,20.32361
43.83139,81.85056
27.24306,119.09389
5.3723,100.4418
48.3,4.0833
45.7025,4.8715
15.1803,106.23087
21.3278,-157.8294
48.8925,2.3444
10.1776,123.6013
41.6857,-81.6728
43.0571,46.45566
32.51917,108.53232
45.87583,15.85361
54.13761,38.16043
50.43172,15.81402
25.55478,119.41991
52.36683,-114.9188
-10.93333,35.01667
-7.3299,106.5186
27.59,110.89806
11.26667,37.48333
43.72687,7.41766
46.9167,7.4667
45.0518,127.0489
42.0778,-8.3722
49.621,20.07794
18.15287,-77.47121
-8.72,116.505
47.34277,130.31222
-8.2329,113.3026
25.95029,119.54836
19.0714,-96.1514
-4.99707,12.9484
60.71418,29.95525
-10.1073,123.7994
51.1689,19.49335
-8.5132,115.1099
7.01944,122.20111
23.68684,112.3008
15.39395,120.68473
-7.473,107.892
50.1139,8.9107
25,114.58333
-8.421,115.3479
47.09995,-55.76504
27.94296,115.4421
51.01473,22.35014
41.10833,21.37861
10.51366,123.1049
-10.25403,-77.19088
43.2969,5.3811
11.58901,43.14503
-8.4691,122.707
-31.66833,18.50119
23.05,114.58333
-11.19976,28.89431
41.05194,20.05333
45.39361,40.76583
6.74989,-76.02539
31.16946,108.4031
13.5118,123.0426
48.46852,116.4618
40.27821,94.70271
8.45639,125.15889
20.8808,-101.4458
-3.7987,114.7788
35.87861,119.97528
38.6167,-9.1167
49.61455,20.02885
47.4667,-0.55
24.79441,115.71478
49.96008,14.31979
25.08648,114.44544
46.73336,-72.56581
-7.1655,111.5605
44.4491,1.4366
42.5032,-96.3829
-12.195,44.46472
12.48811,106.01879
1.1175,121.4142
-19.67722,-51.19083
9.62966,123.82897
46.6557,29.96722
-8.2197,111.3751
-5.5475,119.9509
48.8138,2.235
-6.6455,111.4832
29.83146,115.57739
50.31863,15.87403
53.12693,14.39074
-8.287,114.9819
10.17793,-66.74648
56.2333,15.2833
7.95528,123.77667
44.16682,-77.38277
18.38385,105.5059
29.2464,52.7793
-7.38194,112.75806
40.278,-8.3553
21.97473,96.08359
23.33989,116.29713
28.8903,105.42575
59.68333,30.43472
63.67486,22.70256
46.84518,40.30834
31.00939,118.78201
44.47,38.3996
-9.58333,-77.81667
39.20892,112.68142
15.79408,104.1451
45.71744,33.85596
-12.31667,-38.76667
56.8777,14.8091
11.1247,124.0118
48.8162,2.3139
-8.1193,113.1287
-4.085,-63.14139
-40.85,172.8
24.64758,115.98336
49.31689,17.46374
-6.916,112.0637
-6.6352,105.9883
49.86879,16.92748
9.29414,105.72776
14.89944,101.70833
62.53528,113.96111
51.98197,20.83394
34.98333,133.46667
29.53284,108.42504
34.81836,36.11376
-23.65236,-70.3954
13.80716,8.9881
24.355,102.54222
21.0712,-101.0501
11.18333,-12.93333
35.19793,26.25429
13.61945,108.99805
8.34111,124.25917
57.7815,14.1562
-10.1609,123.5819
5.88969,95.31644
31.6403,-97.0963
-25.45861,-49.52833
25.27031,116.85473
48.9836,2.5256
-33.15489,-60.50863
-6.766,111.3568
35.88528,139.83944
52.86607,17.94625
16.97333,7.99111
36.3,139.11667
-17.78333,-57.76667
15.14442,120.94077
45.50928,20.609
23.01472,89.43936
14.90598,105.07836
51.43074,21.33536
40.77482,44.54596
-42.41225,-71.06797
35.3242,51.6457
31.97163,120.54307
29.35804,30.68142
-21.60333,-48.36583
41.3394,-8.6167
31.97389,112.45583
-8.3424,113.6816
18.3446,-100.3811
16.48333,121.23333
49.97083,39.69389
55.0218,82.202
45.0518,127.0489
-23.52806,-46.34472
-29.25188,16.8697
-6.9621,112.9277
16.3293,102.65182
21.88374,105.77281
40.23417,69.69481
-7.1825,108.4349
56.3419,46.56353
39.20889,45.41222
47.34277,130.31222
-8.1325,112.0663
48.8817,2.3822
37.1958,-7.9292
-7.1617,108.2039
34.84861,118.04472
65.5842,22.1546
50.62461,16.24207
58.36083,59.80667
54.00923,20.07125
7.37167,125.64472
49.38833,17.07108
59.1955,17.6252
-8.0843,113.8758
6.5831,79.9593
50.1136,8.6578
45.46737,20.19867
45.3969,4.3259
2.2115,102.241
40.99547,125.77121
19.01987,108.90884
41.5417,-8.375
15.97224,120.35386
33.7162,104.4362
17.99107,-76.95742
31.18086,31.86518
47.01479,34.91504
31.67517,109.48636
55.88441,37.69055
39.1667,-9.35
-12.79861,-75.665
34.88333,136.98333
57.2471,58.7298
6.30054,-10.7969
41.4833,-8.33
57.7916,13.4142
14.37394,100.48528
-6.8205,111.8236
54.87278,69.143
7.9168,-71.05934
-24.13333,-57.08333
52.85769,14.39297
31.8185,119.89027
30.63588,107.59633
14,-88.38333
46.81036,124.39203
56.98639,24.29917
13.66139,-87.53278
42.99611,130.14083
14.79278,120.87889
36.7,25.11667
54.03876,43.91386
18.31482,-77.52067
-8.4028,112.7145
48.93096,17.3505
-41.11881,-70.72914
1.19374,-77.26661
39.7,-8.9833
58.5682,11.9923
-23.07306,-52.46528
40.51902,47.65423
39.2,-8.8333
43.4599,-116.244
30.08274,106.32376
33.40063,49.6949
15.34466,104.15476
46.85628,83.12263
40.8203,24.24373
-11.61607,-75.09115
48.0954,-4.329
47.5167,6.8
-7.3493,108.082
14.65,-87.03333
-7.16208,113.56187
24.98536,116.63548
60.62879,28.57048
-11.65667,-76.50333
-46.6,168.33333
47.94381,35.43539
44.8404,-0.5805
-30.30225,27.08395
-3.43944,-39.14833
23.40786,58.1283
35.36667,137.25
18.14589,100.14103
58.4245,14.1616
9.94009,3.21075
51.48195,107.36158
42.39063,18.91417
18.47204,100.18346
59.2,37.15
51.66667,94.63333
-8.1671,114.3325
31.89852,119.73471
42.45139,19.89167
10.81028,122.54472
31.81111,121.655
48.03333,72.83333
18.56107,-74.42167
30.07346,89.10472
9.76806,1.10528
59.1833,17.4333
43.36667,26.6
52.40677,22.25307
25.59503,119.01012
-35.38333,174.03333
54.17002,21.13915
41.52514,44.3472
41.96927,124.41101
10.88942,13.62832
11.13417,2.93861
-43.61876,-71.80434
17.6696,-99.7633
-22.4625,-42.65306
26.17361,118.17889
46.14251,14.43158
-21.34028,-47.72944
41.25,-8.4771
-8.58386,120.04864
6.72306,124.51972
59.3326,18.0649
58.3478,11.9424
-7.3715,108.5891
45.9197,6.1439
-8.6469,122.2058
59.1955,17.6252
39.925,-8.825
-6.9321,113.7741
40.10528,20.22944
-22.07444,-48.74028
69.06889,33.41622
-0.71667,-48.52333
-32.99835,-60.76791
-11.81371,-75.45482
64.4165,40.8122
31.32593,119.43908
37.1101,-8.4337
38.638,-9.0253
55.82958,37.61604
45.97927,-81.9248
-32.02873,-60.30658
55.88868,37.02421
19.0942,-96.3334
55.06667,32.69639
18.45319,-70.7349
26.98829,120.18835
50.56471,14.65553
43.71176,129.43261
7.08471,-70.75908
55.19567,38.36002
-9.31674,-76.93953
-8.5935,122.7057
39.78444,117.19583
30.70508,108.96809
-6.8983,112.0707
40.8046,44.54025
53.58345,-116.43559
39.16253,117.24144
40.1167,-7.1667
-26.2552,-53.64581
-2.00082,-54.08102
-8.293,123.1963
29.77415,106.3688
8.21043,-72.46399
31.48474,119.88457
15.86667,-87.9
57.7072,11.9668
40.63526,22.5082
34.56954,109.59966
7.51389,124.95528
-9.5875,119.5816
9.4816,123.1802
60.9344,76.5531
10.60383,-67.03034
43.2969,5.3811
18.58182,-68.40431
15.01667,48.01667
-8.2355,111.4567
-6.9603,111.9918
14.101,122.0125
49.04192,102.08925
-9.9831,124.1849
53.51163,-6.39821
-7.0991,106.9221
38.20833,128.59111
28.9499,109.4731
29.13717,110.40925
36.1,139.45
-36.26584,-63.1655
25.82856,116.32964
-6.6233,106.4048
-30.71084,27.21613
25.3682,118.7011
34.57502,95.34226
61.2277,14.0393
41.09131,109.7593
36.72564,9.18169
55.42112,38.26188
45.1667,5.7167
-27.5744,-64.13108
-7.0517,106.8601
31.3777,108.73958
7.16938,9.28465
12.95,121.36667
-8.5513,121.9042
12.72709,123.97835
34.57484,108.35744
49.89773,19.48357
44.15009,-81.03303
28.91667,30.85
34.67766,32.91815
8.23333,4.81667
25.12614,115.63763
13.05501,123.29706
-33.8784,151.2313
57.6766,11.9582
30.03871,115.11812
29.63292,108.32825
-3.169,114.683
40.71806,20.43806
18.82464,95.22216
40.58584,46.3189
13.78851,100.33334
7.8894,98.38523
50.57163,18.15585
-3.0432,114.7614
-8.1531,113.2176
-8.4657,118.7575
-7.0962,107.9858
47.05944,126.6697
-30.03306,-51.23
51.49966,17.16811
32.08326,112.16667
13.2268,123.6148
31.12624,31.64313
-8.1953,113.6183
-7.0037,108.2267
13.9957,-61.00614
44.17932,86.59097
25.5584,-80.4582
45.3639,5.5921
31.55,-84.0612
49.11118,16.52329
43.91001,12.45738
41.74,-7.3967
58.14881,41.59483
46.05007,-71.96579
-8.47,118.7574
50.66329,15.91063
49.14789,14.17513
26.54404,88.09436
-20.04306,57.57861
32.34042,35.39604
41.5968,-86.293
29.29524,108.16132
51.0016,21.71474
20.55832,106.56882
24.30681,102.63905
11.0508,124.3843
13.5,7.10174
29.7877,105.85195
-7.0568,106.8014
-7.0045,108.3984
49.90038,21.98124
61.1153,29.87535
8.1144,123.8971
16.2798,120.3792
27.69833,119.85917
46.15,14.95
6.44417,124.92639
18.73779,109.47783
22.86828,112.79213
51.76535,25.5142
-17.56944,-52.55111
55.58635,37.67781
57.283,55.4589
-23.85444,-46.13861
-3.55,33.4
32.68011,-5.57738
53.25139,-6.59167
-7.1145,113.7489
45.4333,4.4
30.12268,106.53435
44.56369,129.49078
59.6162,16.5528
-33.59473,-71.60746
44.78636,38.80333
-27.77333,-54.24
42.73557,45.57576
51.72371,75.32287
43.1833,3
48.9,2.3333
3.139,101.6869
-7.38374,107.50962
7.34194,126.5175
-7.0594,113.7474
40.55147,117.66155
47.3167,5.0167
19.37972,98.44644
37.51769,121.30867
30.28838,106.47032
52.35532,16.51958
31.85727,35.25868
41.0213,-7.6918
41.14166,22.50141
-25.38333,-57.33333
52.19517,20.88419
42.3254,-89.1705
10.825,119.471
6.5932,-0.73462
35.82539,10.63699
59.8996,29.08574
-25.69556,-51.65972
5.3742,95.8445
57.7072,11.9668
37.376,97.37457
-8.5596,116.9463
16.0703,120.7624
39.14222,117.17667
-8.60988,116.22222
-6.757,111.2971
15.1,-90.4
36.71,119.10194
-3.56694,-80.45153
-25.39528,-51.45806
7.85,36.65
10.94472,123.42417
7.98654,-75.19349
47.76016,126.91388
6.30054,-10.7969
12.07305,1.78838
21.83444,111.15444
45.56418,126.92783
49.28297,-122.85263
43.21,23.5625
29.32976,118.31464
1.01118,34.33112
13.93723,120.9162
20.89802,109.96032
31.6948,-106.3
-6.8024,111.843
57.04096,65.72018
27.45417,119.88167
40.85158,122.74754
59.1312,10.2166
-41.28827,174.01018
32.4112,-95.2899
44.02576,132.16583
35.02306,110.99278
27.95706,68.63789
-0.35294,-79.66033
41.99451,21.58002
29.9,31.25
11.5169,123.0512
12.81227,45.03337
59.1312,10.2166
6.45306,3.39583
-7.4375,108.7324
40.8667,-8.4389
25.02858,117.008
51.65009,17.16957
49.4627,36.85951
14.06391,121.24649
40.8563,14.2464
47.6333,6.1667
60.89563,24.28785
60.65,25.56667
-27.91402,25.16111
15.59972,-91.44528
48.55781,24.75622
41.1611,-8.3778
-36.14311,-71.82605
33.93624,105.21625
45.92917,40.58056
28.35991,118.39384
17.49052,101.72749
6.815,124.85861
15.26667,120.86667
17.11667,-61.8
-11.26833,-37.43833
37.83101,127.51059
51.13762,20.57173
11.17639,124.57944
8.68641,106.60824
51.05011,-114.08529
13.21139,12.0241
-8.0936,113.0891
31.16164,90.66613
53.90768,17.92093
-23.865,35.38333
41.6081,126.25227
23.5058,112.65834
43.10547,40.62067
50.80697,27.31676
65.5842,22.1546
41.15,-8.5111
-8.1805,114.357
26.47583,116.015
-7.61278,110.78389
32.20907,106.21494
48.892,2.2067
51.13999,17.17798
36.38333,139.73333
44.3526,2.5734
31.15815,31.937
35.4015,-101.8951
-6.7065,111.6346
30.27889,120.53857
51.4658,7.1572
51.57419,17.67434
30.12108,104.64811
39.08425,66.83318
25.29313,68.81201
30.43624,61.8383
-9.63333,-77.48333
35.59011,37.00472
56.42302,38.17612
-18.59333,-39.73222
-8.5625,120.2369
6.25,10.26667
52.4264,17.48925
14.486,121.2289
40.975,19.88194
13.18333,-59.56667
39.5667,-8.3722
43.46,5.2486
16.8833,120.8833
-29.25188,16.8697
33.0169,-116.846
39.59806,125.60972
51.03741,36.73252
51.9225,4.4792
52.85421,16.03125
50.4,18.63333
-22.44083,-66.16779
-6.7917,111.2037
-11.43861,-61.44722
-22.22917,-50.89306
29.4425,48.27472
36.13497,139.39004
43.46667,24.86667
40.61028,46.78972
32.26974,96.82032
-9.9293,124.4743
-14.78556,-39.28028
-6.76694,-43.0225
-8.7645,120.9863
-7.0054,108.0109
-22.60611,-46.91944
46.87759,127.50054
3.21546,97.27163
21.043,-101.569
24.41667,100.1
36.56667,137.13333
26.615,118.90639
-14.97928,34.95575
11.16099,-72.59238
30.37861,108.0016
8.28111,124.90028
35.90413,101.50925
2.96667,99.8
34.58515,109.20857
40.3667,-7.4
33.37517,106.19377
57.4333,14.0833
7.52944,125.68778
40.70917,19.64972
46.62833,16.22806
38.26667,21.83333
39.2,-8.8333
50.11425,19.79788
24.31258,109.38916
-20.49972,-43.85778
27.49402,88.95296
-20.16194,57.49889
55.64528,37.33583
-0.46645,-76.98719
2.03849,100.63868
34.67534,133.75091
9.00114,-73.97581
30.66667,104.06667
48.8817,2.3822
53.46823,16.60583
12.35275,121.06761
40.04861,20.75667
-29.40661,25.00309
32.34631,74.89987
25.53306,112.29417
10.68966,122.3193
52.331,35.3711
16.50653,100.20497
-13.79472,-73.98889
32.7403,-96.5618
-25.19,-49.31417
24.46994,115.96562
23.51572,114.70569
56.49903,25.85735
14.31667,-88.16667
10.28488,22.78818
-9.16278,-36.03194
30.96384,109.34504
60.86667,26.7
-12.57626,13.40547
-21.71028,-47.47806
31.39625,90.00958
53.37923,-6.49052
35.61358,111.3566
14.73075,0.91738
-10.1983,123.6886
36.03333,140.2
62.3913,17.3063
41,-7.85
52.5175,25.8429
55.97111,37.92083
36.12944,127.1
50.30124,20.80759
9.35584,105.09929
-6.7359,111.3451
45.38346,20.30137
49.58559,81.04852
33.53567,130.47861
10.78379,106.63704
23.65126,114.34322
49.57744,19.83341
30.4501,-97.4865
52.378,1.5774
-9.9104,120.4871
52.54707,62.49987
19.69312,-73.33296
6.58694,124.62306
13.85493,44.7058
-24.13333,-54.61667
-8.7865,120.9715
57.9437,55.3396
16.92646,121.05734
6.60222,125.445
19.79003,99.69967
30.68494,107.63145
31.58417,73.68778
-6.9717,112.8592
39.91812,116.43242
15.4425,120.72565
51.5555,5.0913
39.2167,-9.2167
36.94276,107.94765
49.60776,19.11638
42.05,25.6
5.6561,-75.87877
-33.22778,-60.3297
37.1,-8.8
0.086,-76.89528
60.6745,17.1417
16.52314,100.14464
39.7495,-89.606
67.2128,23.3661
34.275,133.75
5.03103,-74.88682
8.15,4.71667
28.01048,116.82055
28.3822,-81.569
29.64412,106.36717
10.7273,123.8257
39.55944,21.84083
59.90781,31.0711
39.65,-8.6167
8.94597,-74.10647
59.3326,18.0649
-12.81667,-72.78333
23.01279,104.45081
23.4985,116.06188
24.88244,118.70869
61.11667,23.1
53.05581,18.92635
7.80236,6.743
-7.3611,107.3218
-19.58361,-65.75306
9.30091,-82.4018
33.47541,104.90215
-25.5302,-49.20836
16.6981,-99.1228
-8.3198,123.2298
-8.5678,116.5305
55.6794,12.5346
14.6089,-61.0733
-27.58472,-50.36111
11.58901,43.14503
-20.8823,55.4504
-8.1,-77.48333
26.4111,111.59559
-7.0558,107.1591
30.17444,118.26833
11.51148,107.49092
10.8726,123.5209
45.36333,40.19
-31.30391,-60.65894
37.1376,-84.1156
54.14961,48.38907
10.47226,-66.80155
6.98789,-73.04953
27.27168,115.11867
52.51667,23.35
-20.37778,-43.41611
47.9029,1.9039
9.55421,123.76956
43.3333,-0.4167
36.43806,38.11984
29.74296,116.22426
50.21971,18.65067
13.7062,123.2032
4.73171,6.77223
-18.57889,-46.51806
35.00885,33.89256
39.2667,-9.15
-24.55139,25.80306
12.46338,-3.46075
25.0296,114.14786
28.61488,109.88065
1.43139,33.77722
41.63671,48.43028
47.51797,87.74228
53.8119,49.0916
22.46762,112.18184
32.27204,72.90425
26.21261,115.97864
22.98194,-80.58556
-6.8305,106.236
51.84861,41.46056
56.28923,42.92005
3.1071,101.6083
19.5956,-100.0223
36.88494,121.44614
40.85,-7.95
37.30808,121.97536
38.70426,114.9644
35.69196,105.04858
7.32233,-73.01516
53.74638,18.68586
30.76096,30.69733
48.3,4.0833
-43.3,-65.7
52.49407,16.84496
-7.204,108.5127
48.70131,116.92611
15.74889,107.83678
49.78703,-112.14603
32.82737,110.3693
41.93167,21.01333
34.94537,107.79553
20.65776,-74.95075
33.95903,106.8149
50.58476,30.4898
12.65131,8.41615
14.1122,122.9553
